,about,abv,apparence_avg,apparence_med,aroma_avg,aroma_med,beer_style,beer_url,brewer,est_cal,ibu,name,overall,overall_reviews,overall_reviews_med,palate_avg,palate_med,photo_url,rating_num,score,style,taste_avg,taste_med
1,"Cerveja clara de coloração dourado ouro, corpo leve e bem carbonatada. Colarinho branco, denso, cremoso e duradouro. Rica em maltes e lúpulos nobres, combinando percepções de pão fresco, sutil caramelo e especiarias provindas dos lúpulos, juntamente com um amargor pronunciado. Aromas maltados com notas sutis de caramelo e especiarias.",5.2%,,,,,Czech Pilsner (Světlý),https://www.ratebeer.com/beer/prussia-bier-bohemian/449153/,Cervejaria Prussia Bier,156,45,Prussia Bier Bohemian,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_449153",Ratings,-/5,-,,
2,"Cerveja clara de coloração dourado ouro, com corpo leve e bem carbonatada. Espuma branca, cremosa e duradoura. Sabor levemente maltado e bem refrescante, baixo amargor",5.0%,,,,,Pilsener,https://www.ratebeer.com/beer/prussia-bier-pilsen/449156/,Cervejaria Prussia Bier,150,15,Prussia Bier Pilsen,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_449156",Ratings,-/5,-,,
3,No description available,4.0%,3.0,3.0,6.0,6.0,Irish Ale,https://www.ratebeer.com/beer/prussia-bier-red-ale/533875/,Cervejaria Prussia Bier,120,20,Prussia Bier Red Ale,-,12.0,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_533875",1,2.94/5,-,6.0,6.0
4,"Cerveja ale clara a base de trigo, condimentada, frutada e refrescante. Coloração dourada escuro, opaca. Cerveja bem carbonatada e de corpo leve, intensa formação de colarinho branco, denso e duradouro. Sabores e aromas evidenciados de cravo e banana, moderado de trigo, remetendo a pão ou cereais. Baixo amargor. Cerveja com leveduras em suspensão.",5.4%,,,,,German Hefeweizen,https://www.ratebeer.com/beer/prussia-bier-weiss/449155/,Cervejaria Prussia Bier,162,12,Prussia Bier Weiss,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_449155",Ratings,-/5,-,,
5,No description available,6.0%,,,,,American Pale Ale,https://www.ratebeer.com/beer/prussia-pale-ale/533877/,Cervejaria Prussia Bier,180,45,Prussia Pale Ale,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_533877",Ratings,-/5,-,,
0,No description available,4.8%,3.0,3.0,4.0,4.0,American Pale Ale,https://www.ratebeer.com/beer/cervejaria-quinta-do-malte-socorro-sp-olivia-apalito/454835/,Cervejaria Quinta do Malte,144,37,"Cervejaria Quinta do Malte, Socorro (SP) Olivia APAlito",-,11.0,11.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_454835",1,-/5,-,5.0,5.0
1,"A Quinta do Malte tem o prazer de apresentar sua A.P.A. -- American Pale Ale, estilo americano desenvolvido nos anos 80, cerveja clara com aromas citricos e florais dos lúpulos americanos a tornando uma cerveja leve e refrescante.",5.0%,1.0,1.0,2.0,2.0,American Pale Ale,https://www.ratebeer.com/beer/quinta-do-malte-apa-american-pale-ale/499144/,Cervejaria Quinta do Malte,150,25,Quinta do Malte A.P.A. American Pale Ale,-,4.0,4.0,1.0,1.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_499144",1,2.51/5,-,2.0,2.0
2,"Lager com teor alcoólico de 4% é uma cerveja puro malte, leve e bem saborosa, ideal para o clima de sua região de fabricação.",4.0%,,,,,Pale Lager,https://www.ratebeer.com/beer/quinta-do-malte-adventure-lager/430826/,Cervejaria Quinta do Malte,120,10,Quinta do Malte Adventure Lager,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_430826",Ratings,-/5,-,,
3,"A Cervejaria Quinta do Malte tem o prazer de apresentar a Barão Red Ale. De estilo Irish Red Ale, cerveja de corpo médio e coloração ambar, segue o tradicional estilo Irlandê, seu aroma e sabor remetem ao blend de seus maltes especiais, caramelo, toffe e leve tosta de médio amargor com caracteristicas de seus lúpulos ingleses que lhes proposcionam um aroma herbal.",6.5%,4.0,4.0,6.0,6.0,Irish Ale,https://www.ratebeer.com/beer/quinta-do-malte-barao-red-ale/499103/,Cervejaria Quinta do Malte,195,25,Quinta do Malte Barão Red Ale,-,12.0,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_499103",1,2.98/5,-,7.0,7.0
4,"Hop Lager com teor alcoólico de 4,5% é uma cerveja puro malte, leve e bem saborosa, sobrepondo a combinação de lúpulos aromáticos gerando um aroma perfumado.",4.5%,4.0,4.0,7.0,7.0,Pilsener,https://www.ratebeer.com/beer/quinta-do-malte-krait-hop-lager/430825/,Cervejaria Quinta do Malte,135,25,Quinta do Malte Krait Hop Lager,-,16.0,16.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_430825",1,3.11/5,-,8.0,8.0
5,"Teor alcoólico de 7% é uma cerveja puro malte, saborosa e com uma combinação de maltes e lúpulos gerando um sabor cítrico refrescante, com um amargor diferenciado e um aroma perfumado.",7.0%,2.5,2.5,6.0,6.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/quinta-do-malte-mamba-ipa/411101/,Cervejaria Quinta do Malte,210,60,Quinta do Malte Mamba IPA,-,9.0,9.0,2.5,2.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_411101",2,2.77/5,-,5.0,5.0
6,"Orange Wheat Ale com teor alcoólico de 4% é uma Fruit Bier que tem em sua composição malte de trigo e laranja, leve, cítrica e perfumada ideal para quem gosta de uma cerveja refrescante.",4.0%,,,,,Fruit Beer,https://www.ratebeer.com/beer/quinta-do-malte-rubra-orange-wheat-ale/430827/,Cervejaria Quinta do Malte,120,15,Quinta do Malte Rubra Orange Wheat Ale,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_430827",Ratings,-/5,-,,
7,"A cerveja artesanal Taipan é uma Amber Lager, que também segue o padrão de uma lager, sendo leve e clara, mas com toque de lúpulos que darão a ela notas terrosas e florais. Ótima opção para dias quentes, jogos de futebol e encontro com amigos.",4.0%,2.0,2.0,4.0,4.0,Amber Lager/Vienna,https://www.ratebeer.com/beer/quinta-do-malte-taipan-amber-lager/384404/,Cervejaria Quinta do Malte,120,10,Quinta do Malte Taipan Amber Lager,-,10.0,10.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_384404",1,2.81/5,-,5.0,5.0
8,"Weiss Bier, cerveja com maltes de trigo, produzida conforme a Lei de Pureza Alemã de 1516, leve e refrescante com suave amargor. Localizada na Estancia Hidromineral de Socorro no interior do estado de São Paulo, Circuito das Aguas Paulistas, A Timber é produzidas em processo artesanal, contendo somente produtos naturais, puro malte, sem conservantes e com uma das melhores aguas do Brasil.",4.5%,,,,,German Hefeweizen,https://www.ratebeer.com/beer/quinta-do-malte-timber-weiss-bier/430824/,Cervejaria Quinta do Malte,135,18,Quinta do Malte Timber Weiss Bier,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_430824",Ratings,-/5,-,,
0,No description available,5.3%,,,,,Dunkelweizen,https://www.ratebeer.com/beer/red-door-dunkelhaus/484133/,Cervejaria Red Door,159,18,Red Door Dunkelhaus,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_484133",Ratings,-/5,-,,
0,"A Blackout da Roleta Russa é um American Black IPA, de cor preta com formação de espuma cremosa. Além de utilizar lúpulos Americanos, passa pelo processo de Dry Hopping de lúpulos, para deixá-los com aroma ainda mais cítrico e frutado. Com 69 IBU de amargor é refrescante na boca, com sutil gosto tostado e um final amargo e seco. Fascinante é a palavra que define esse sensacional Black IPA. Destaque para a tampa fliptop em formato de tambor de revólver! A cerveja Roleta Russa é produzida na cidade gaúcha de Campo Bom.",6.9%,5.0,5.0,8.0,8.0,Black IPA,https://www.ratebeer.com/beer/roleta-russa-blackout-black-ipa/540091/,Cervejaria Roleta Russa (Cervejaria Campo Bom),207,69,Roleta Russa Blackout Black IPA,-,19.0,19.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_540091",1,3.23/5,-,8.0,8.0
1,"Nosso elefante lupulomaníaco traz uma poderosa carga de lúpulos e transmite a sensação comtagiante que é beber a Easy IPA da Roleta Russa, uma cerveja com alta drinkability, amargor médio e baixo teor alcoólico. Uma versão mais leve das cervejas extremas da família Roleta Russa, aromática, saborosa e feita para beber entre amigos e para celebrar a vida. Saia da rotina, gire a tampa e busque por novos sabores! Desperte a revolução cervejeira que está adormecida dentro de você. Desafie-se e não tenha medo, lúpulo viciae te proporciona incríveis experiências.",4.8%,,,,,India Pale Ale (IPA),https://www.ratebeer.com/beer/roleta-russa-easy-ipa/624518/,Cervejaria Roleta Russa (Cervejaria Campo Bom),144,30,Roleta Russa Easy IPA,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_624518",Ratings,-/5,-,,
0,No description available,5.5%,3.3333333333333335,3.0,6.333333333333333,6.0,American Pale Ale,https://www.ratebeer.com/beer/roter-brauhof-american-pale-ale/169932/,Cervejaria Röter Brauhof,165,-,Röter Brauhof American Pale Ale,-,12.333333333333334,13.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_169932",3,2.90/5,-,7.0,7.0
1,Cor : acobreda,4.4%,3.0,3.0,7.0,7.0,Session IPA,https://www.ratebeer.com/beer/roter-brauhof-aprazivel-session-ipa/600675/,Cervejaria Röter Brauhof,132,40,Röter Brauhof Aprazivel Session Ipa,-,13.0,13.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_600675",1,3.00/5,-,7.0,7.0
2,No description available,5.5%,2.5,2.5,6.5,6.5,Premium Lager,https://www.ratebeer.com/beer/roter-brauhof-pilsen/191993/,Cervejaria Röter Brauhof,165,-,Röter Brauhof Pilsen,-,13.0,13.0,3.5,3.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_191993",2,2.87/5,-,7.0,7.0
3,"Produzida com maltes especiais, possui cor avermelhada e médio teor alcoólico. O equilíbrio entre o amargor do lúpulo e o dulçor do malte, faz desta cerveja uma ótima pedida para os apreciadores de cerveja escura.",5.9%,4.0,4.0,6.2,6.0,Oktoberfest/Märzen,https://www.ratebeer.com/beer/roter-brauhof-vienna/195496/,Cervejaria Röter Brauhof,177,-,Röter Brauhof Vienna,-,14.0,15.0,3.2,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_195496",3,3.12/5,-,6.4,6.0
4,No description available,5.5%,4.0,4.0,6.0,6.0,German Hefeweizen,https://www.ratebeer.com/beer/roter-brauhof-weiss/191905/,Cervejaria Röter Brauhof,165,-,Röter Brauhof Weiss,-,12.0,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_191905",1,2.80/5,-,6.0,6.0
5,"De alta fermentação e corpo leve. Naturalmente turva, por não ser filtrada, possui aroma refrescante de lúpulos americanos e é perfeita para dias quentes. Harmoniza com bons amigos, um bom papo e comidas muito saborosas.",4.5%,3.5,3.5,7.5,8.0,Belgian Ale,https://www.ratebeer.com/beer/roter-summer-ale/233727/,Cervejaria Röter Brauhof,135,15,Röter Summer Ale,-,15.0,15.0,3.75,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_233727",3,3.12/5,-,5.75,6.0
0,No description available,5.0%,3.0,3.0,4.5,4.5,Pilsener,https://www.ratebeer.com/beer/saidera/100754/,Cervejaria Saidera,150,-,Saidera,-,11.5,11.5,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_100754",2,2.74/5,-,5.0,5.0
0,"A Maria Degolada foi criada para a comemoração do aniversário de um dos cervejeiros da Anner, e acabou sendo adotada como a cerveja oficial de um dos melhores bares do Brasil, o Bierkeller, em Porto Alegre – único lugar onde ela é vendida. O nome faz uma homenagem ao local onde a Anner teve origem – a vila Maria da Conceição, em Porto Alegre, conhecida pela lenda urbana da Maria Degolada. Com teor alcoólico acima de 10,5% (a verdadeira medida de álcool não é revelada), essa cerveja licorosa e condimentada tem cor acobreada e espuma baixa e persistente. O uso do gruit – mistura de temperos muito utilizada nas cervejas medievais – aliado ao lúpulo faz dela uma cerveja bastante complexa, melhor para ser apreciada sozinha, mas que também faz um par perfeito com pratos ricos e de sabor muito marcado, como massas ao pesto ou puttanesca, pato, queijos fortes, e charcutaria.",10.5%,3.5,3.5,7.5,7.5,Abbey Tripel,https://www.ratebeer.com/beer/anner-maria-degolada/213422/,Anner Bier,315,-,Anner Maria Degolada,-,13.75,13.5,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_213422",2,2.82/5,-,7.25,7.0
1,"A cerveja hefe weizen é uma cerveja de trigo, com notas suaves de especiarias e banana madura, com sabor suave de maltes tostados de cor ouro e não é filtrada para manter as reais caracteristicas. Produzida de acordo com a Lei da Pureza Alemã.",5.0%,4.0,4.0,7.25,7.0,German Hefeweizen,https://www.ratebeer.com/beer/cervejaria-santa-catarina-saint-bier-hefe-weizen/309312/,Cervejaria Santa Catarina - Saint Bier,150,-,Cervejaria Santa Catarina - Saint Bier Hefe Weizen,-,14.75,14.5,3.5,3.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_309312",3,3.19/5,-,7.0,7.0
2,"Complexa e frutada, com aromas de cravo, picante e leve toque defumado. Tem a típica refrescância do trigo e do fermento de weizenbier e é turva e atraente. Formação de espuma densa e cremosa, com boa retenção e amargor acima da média das weizen.",5.5%,3.7,4.0,6.4,6.5,German Hefeweizen,https://www.ratebeer.com/beer/coruja-alba-weizen/143666/,Cerveja Coruja,165,18,Coruja Alba Weizen,42,12.1,12.0,3.3,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_143666",15,3.07/5,61,5.7,6.0
3,"Densa e refrescante, com aromas complexos, cravo, frutas secas, caramelo e notas de chocolate. Com agradável calor do álcool, é complexa e equilibrada, cremosa e fácil de beber. Espuma densa e rica. Esta cerveja é o casamento de dois estilos: Weizen e Bock.",6.8%,2.9,3.0,6.4,6.0,Weizenbock,https://www.ratebeer.com/beer/coruja-alba-weizenbock/187697/,Cerveja Coruja,204,23,Coruja Alba Weizenbock,64,13.7,13.0,3.3,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_187697",20,3.28/5,49,6.6,7.0
4,"Uma amber lager pagã com toque final de pitanga. Cerveja equilibrada, com bom caramelado e, no aroma, um leve toque de pitanga. A fruta se mostra discreta, não roubando a cena, o que era exatamente o objetivo de seus criadores.",5.5%,3.1,3.0,5.1,5.5,Amber Lager/Vienna,https://www.ratebeer.com/beer/coruja-fora-de-serie-baca/183483/,Cerveja Coruja,165,40,Coruja Fora de Série - Baca,24,11.5,11.5,2.7,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_183483",13,2.81/5,54,5.6,6.0
5,"A tríade da família artística da Coruja se completa com a Coice, que eleva a cerveja bock a um novo patamar: em vez de Doppelbock, a Coice é uma Trippelbock com canela. Elaborada em parceria com o artista plástico Caé Braga, possui sabor e teor alcoólico concentrados e, portanto, é a cerveja mais forte da linha (11,5% de álcool). Segundo o artista, a Coice nasceu com um espírito forte como seu sabor, aroma, cor e teor.",11.5%,3.0,3.0,6.4,6.0,Doppelbock,https://www.ratebeer.com/beer/coruja-fora-de-serie-coice/194324/,Cerveja Coruja,345,69,Coruja Fora de Série - Coice,58,13.8,14.0,2.9,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_194324",17,3.21/5,48,6.2,6.5
6,"Trazida ao mundo com a ajuda das mãos musicais e mente apimentada do cantor Wander Wildner em julho de 2012, essa “Rock Bier” surgiu de uma Kellerbier (cerveja de porão com malte defumado), acrescida do fino malte Viena com um toque de pimenta.",5.9%,3.4,3.0,6.8,7.0,Zwickel/Keller/Landbier,https://www.ratebeer.com/beer/coruja-fora-de-serie-labareda/185913/,Cerveja Coruja,177,32,Coruja Fora de Série - Labareda,47,12.2,12.5,3.3,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_185913",14,3.15/5,82,6.7,7.0
7,"Versão pasteurizada da Coruja Cerveja Viva. Leve e refrescante, aroma cítrico e floral. Sabor e coloração realçados pela presença dos maltes especiais. Combinação de lúpulos alemães, checos e ingleses na fervura, com adição tardia do lúpulo americano Cascade (dry-hopping) com a cerveja já maturada.",4.5%,3.4,3.0,6.2,6.0,Premium Lager,https://www.ratebeer.com/beer/coruja-otus-lager/142766/,Cerveja Coruja,135,15,Coruja Otus Lager,32,13.4,13.5,3.3,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_142766",15,3.07/5,80,6.2,5.5
8,"Versão pasteurizada da Coruja Extra Viva. A Coruja Strix Extra é acobreada, de sabor acentuado e aroma diferenciado. É marcante já no primeiro gole. com a força dos maltes especiais e refrescância do mix de lúpulos.",6.5%,2.9,3.0,6.0,6.0,Heller Bock,https://www.ratebeer.com/beer/coruja-strix-extra/193998/,Cerveja Coruja,195,25,Coruja Strix Extra,35,12.2,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_193998",20,3.00/5,42,6.0,6.0
9,"Uma lager de sabor acentuado, naturalmente turva e levemente amarga. Possui sabores cítricos, frutados e com toque de levedura. É leve e refrescante apesar de conter três vezes mais malte que lagers comuns. Contém três variedades de lúpulos e dois tipos de maltes especiais na sua fórmula.",4.5%,3.4444444444444446,4.0,5.888888888888889,6.0,Pilsener,https://www.ratebeer.com/beer/coruja-viva/106186/,Cerveja Coruja,135,-,Coruja Viva,32,11.333333333333334,12.0,3.2222222222222223,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_106186",8,2.92/5,63,6.0,7.0
10,"Em 2004 o empresário mexicano Rodrigo Contreras teve a ideia de transformar um sonho de uma geração inteira em realidade. Dois anos depois, em 2006, Contreras surpreendeu milhares de pessoas dando vida à cerveja Duff, um produto como nenhum outro antes visto. A cerveja causou tanto impacto e obteve tão grande aceitação no mercado que pessoas do mundo todo passaram a querer experimentá-la, o que acabou atraindo a atenção de potenciais parceiros e investidores. E assim a cervejaria belga Haacht Brewery fechou uma parceria com Contreras e em 2007 os Europeus já podiam desfrutar da cerveja de seus sonhos. Duff se espalhou rapidamente por países como Espanha, Alemanha, Bélgica, Itália, França, entre outros. Após o grande sucesso na Europa, a América Latina foi o próximo passo, e em 2009 foi criada a Duff Sudamérica, tendo a Colômbia como centro de operações e crescendo rapidamente em diversos países. Presente no Chile, Paraguai, Colômbia e Panamá, agora é a vez do Brasil. Finalmente a cerveja Duff chegou para ficar! Assim como o seu surgimento, Duff é surpreendente e cheia de criatividade. Com um visual diferente de qualquer outra marca, esbanja personalidade, diversão e desperta interesse onde quer que esteja.",5.0%,3.2,3.0,4.2,3.5,Pale Lager,https://www.ratebeer.com/beer/duff-beer-brazil/167628/,Cervejaria Santa Catarina - Saint Bier,150,-,Duff Beer (Brazil),11,11.0,11.5,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_167628",14,2.49/5,87,4.8,4.5
11,No description available,7.0%,4.0,4.0,10.0,10.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/lay-back-beer-cerveja-tipo-american-india-pale-ale/347464/,Lay Back Beer,210,70,Lay Back Beer Cerveja Tipo American India Pale Ale,-,19.0,19.0,5.0,5.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_347464",Ratings,-/5,-,10.0,10.0
12,"This is a low fermetation pure malt, strong herbal flavor, yellow golden,with great transparency and triple hopped, with 22 IBU’s of bitterness and alcohol content of 5 degrees.",5.0%,4.0,4.0,9.0,9.0,Pilsener,https://www.ratebeer.com/beer/lay-back-beer-cerveja-tipo-pilsen/264020/,Lay Back Beer,150,22,Lay Back Beer Cerveja Tipo Pilsen,-,19.0,19.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_264020",Ratings,-/5,-,9.0,9.0
13,"American Lager é uma cerveja elaborada com malte Pilsen e lúpulos nobres europeus. Límpida e com coloração dourada, apresenta corpo baixo, que garante grande drinkabilidade. É uma cerveja leve, puro malte e fácil de beber. Perfeita para acompanhar com churrasco, amendoim salgado e petiscos em geral.",4.0%,,,,,Premium Lager,https://www.ratebeer.com/beer/saint-bier-american-lager/562031/,Cervejaria Santa Catarina - Saint Bier,120,10,Saint Bier American Lager,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_562031",Ratings,-/5,-,,
14,"Inspirada nas cervejas belgas, a Saint Bier Belgian Golden Ale é produzida com dois tipos de maltes. Seu aroma remete a frutas amarelas, principalmente pêssego em calda, e especiarias. O paladar, marcante e encorpado, é levemente doce e frutado.",6.0%,3.4444444444444446,4.0,6.777777777777778,7.0,Belgian Ale,https://www.ratebeer.com/beer/saint-bier-belgian-golden-ale/138937/,Cervejaria Santa Catarina - Saint Bier,180,-,Saint Bier Belgian Golden Ale,45,13.444444444444445,13.0,3.2222222222222223,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_138937",12,3.13/5,50,6.333333333333333,6.0
15,"Esta cerveja de baixa fermentação, produzida com seis tipos de malte, tem o paladar levemente adocicado, com notas de chocolate e caramelo.",-,2.7777777777777777,3.0,5.444444444444445,6.0,Dunkler Bock,https://www.ratebeer.com/beer/saint-bier-bock/166639/,Cervejaria Santa Catarina - Saint Bier,-,-,Saint Bier Bock,15,11.11111111111111,11.0,2.5555555555555554,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_166639",7,2.65/5,9,5.333333333333333,6.0
16,"A Saint Bier Pilsen é uma cerveja de baixa fermentação, com coloração dourada, límpida e espuma cremosa. Seu paladar apresenta um equilíbrio entre o malte e lúpulo, com ótima sensação de refrescância.",5.0%,,,,,Premium Lager,https://www.ratebeer.com/beer/saint-bier-chope-pilsen/562040/,Cervejaria Santa Catarina - Saint Bier,150,12,Saint Bier Chope Pilsen,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_562040",Ratings,-/5,-,,
17,"Inspirada nas cervejas belgas, o Chope Saint Bier Belgian Golden Ale ela é produzido com dois tipos de maltes. Seu aroma remete a frutas amarelas, principalmente pêssego em calda, e especiarias. O paladar, marcante e encorpado, é levemente doce e frutado",6.0%,4.0,4.0,3.0,3.0,Belgian Ale,https://www.ratebeer.com/beer/saint-bier-chopp-belgian/196112/,Cervejaria Santa Catarina - Saint Bier,180,-,Saint Bier Chopp Belgian,-,12.0,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_196112",Ratings,-/5,-,8.0,8.0
18,"A Saint Bier In Natura é uma cerveja não filtrada, de baixa fermentação. Seu paladar encorpado com sabor de cereais, leve presença de caramelo e aroma com notas de malte e ervas silvestres.",5.2%,3.3333333333333335,3.0,5.0,5.0,Premium Lager,https://www.ratebeer.com/beer/saint-bier-in-natura/166630/,Cervejaria Santa Catarina - Saint Bier,156,-,Saint Bier In Natura,-,11.333333333333334,12.0,2.6666666666666665,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_166630",3,2.84/5,-,5.666666666666667,6.0
19,"A Saint Bier Pilsen é uma cerveja de baixa fermentação, com coloração dourada, límpida e espuma cremosa. Seu paladar apresenta um equilíbrio entre o malte e lúpulo, com ótima sensação de refrescância.",5.0%,2.6666666666666665,3.0,4.5,5.0,Pale Lager,https://www.ratebeer.com/beer/saint-bier-pilsen/138936/,Cervejaria Santa Catarina - Saint Bier,150,-,Saint Bier Pilsen,-,10.5,10.5,2.6666666666666665,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_138936",5,2.75/5,-,5.666666666666667,5.5
20,"O nome ILA, sigla para Invasora da Lavoura de Arroz, deve-se à utilização do arroz vermelho na produção da cerveja. Este arroz, antigamente caracterizado como praga, é produzido atualmente em maiores escalas e tem espaço na culinária brasileira, além de apresentar propriedades benéficas à saúde. É uma cerveja de alta fermentação, avermelhada, espuma bege densa e cremosa. No aroma destaca-se a mistura de lúpulos australianos e norte americanos, além de um toque de maltes tostados. No paladar encontra-se intenso amargor dos lúpulos e leve adocicado dos maltes caramelo utilizados na receita. Corpo e carbonatação são médios.",7.5%,3.5,3.5,6.0,6.0,Irish Ale,https://www.ratebeer.com/beer/saint-bier-red-ila/436634/,Cervejaria Santa Catarina - Saint Bier,225,60,Saint Bier Red ILA,-,13.5,13.5,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_436634",2,3.04/5,-,6.5,6.5
21,"Uma cerveja escura, de alta fermentação, produzida com maltes extra torrados, que desperta uma sensação que vai do chocolate meio amargo ao café expresso, com um agradável residual adocicado.",6.0%,3.111111111111111,3.0,6.333333333333333,6.0,Stout,https://www.ratebeer.com/beer/saint-bier-stout/141758/,Cervejaria Santa Catarina - Saint Bier,180,-,Saint Bier Stout,42,12.777777777777779,13.0,3.3333333333333335,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_141758",9,3.09/5,23,6.222222222222222,6.0
