,about,abv,apparence_avg,apparence_med,aroma_avg,aroma_med,beer_style,beer_url,brewer,est_cal,ibu,name,overall,overall_reviews,overall_reviews_med,palate_avg,palate_med,photo_url,rating_num,score,style,taste_avg,taste_med
22,"A Saint Bier Weiss é uma cerveja leve, de origem alemã, refrescante, que apresenta espuma persistente e aroma de especiarias.",5.0%,3.0,3.0,5.333333333333333,5.5,German Hefeweizen,https://www.ratebeer.com/beer/saint-bier-weiss/166629/,Cervejaria Santa Catarina - Saint Bier,150,18,Saint Bier Weiss,-,10.833333333333334,10.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_166629",5,2.78/5,-,5.666666666666667,5.0
23,"Uma Imperial IPA alcoólica e lupulada que leva aipim na sua composição. Uma raiz que contém amido, fornecendo mais açúcar fermentável, o que eleva o teor alcoólico da cerveja. Generosas doses de lúpulos americanos foram utilizados na fabricação, conferindo um perfil cítrico e de frutas tropicais delicioso!",7.5%,3.0,3.0,8.0,8.0,Imperial IPA,https://www.ratebeer.com/beer/saint-ipaipim/430303/,Cervejaria Santa Catarina - Saint Bier,225,-,Saint IPAipim,-,14.0,14.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_430303",1,3.06/5,-,8.0,8.0
24,"Cerveja de alta fermentação inspirada nas IPA americanas. Na sua composição, além do malte de cevada, são adicionados rapadura e melado e uma generosa quantidade de lúpulos norte americanos e alemães. Dry-hopped com Mandarina Bavaria.",7.0%,3.1666666666666665,3.0,6.0,6.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/saint-ripa-na-chulipa/430305/,Cervejaria Santa Catarina - Saint Bier,210,50,Saint Ripa na Chulipa,-,11.833333333333334,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_430305",6,2.98/5,-,6.166666666666667,6.0
0,No description available,5.5%,3.6666666666666665,4.0,7.666666666666667,7.0,Amber Ale,https://www.ratebeer.com/beer/satelite-aaa-hop-power/385122/,Cervejaria Satélite,165,30,Satélite AAA Hop Power,-,16.0,17.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_385122",1,3.00/5,-,7.666666666666667,7.0
1,"Uma Session Black IPA com uma pegada resinosa no sabor e aroma, amargor marcante com 40 IBU, corpo baixo e com bom drinkability.",4.5%,,,,,Black IPA,https://www.ratebeer.com/beer/satelite-hop-in-black/425261/,Cervejaria Satélite,135,40,Satélite Hop In Black,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_425261",Ratings,-/5,-,,
0,"Cerveja do estilo Imperial IPA, também chamado de double IPA. Versão mais complexa da india pale ale. De coloração âmbar e brilhante apresenta denso creme e aroma floral, citrico e frutado. É intensamente lupulada com teor alcoólico elevado. Possui amargor acentuado: IBU 85",8.5%,3.0,3.0,7.0,7.0,Imperial IPA,https://www.ratebeer.com/beer/cervejaria-schornstein-imperial-ipa/508603/,Cervejaria Schornstein,255,85,Cervejaria Schornstein Imperial IPA,-,11.0,11.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_508603",1,2.94/5,-,6.0,6.0
1,"Cerveja do estilo Light American lager de baixa densidade e equilíbrio bem definido. Coloração palha e límpida. Notas discretas de malte e lúpulo, possui baixo amargor e teor alcoólico realçando sua leveza e frescor.",3.5%,2.5,2.5,5.5,5.5,Pilsener,https://www.ratebeer.com/beer/cervejaria-schornstein-soul/508632/,Cervejaria Schornstein,105,-,Cervejaria Schornstein Soul,-,8.5,8.5,2.0,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_508632",1,2.83/5,-,4.5,4.5
2,No description available,7.0%,3.5,3.5,6.8,7.0,Dunkler Bock,https://www.ratebeer.com/beer/schornstein-bock/74563/,Cervejaria Schornstein,210,-,Schornstein Bock,56,13.7,14.0,3.4,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_74563",13,3.25/5,83,6.9,6.5
3,No description available,8.0%,3.111111111111111,3.0,6.333333333333333,6.0,Imperial Stout,https://www.ratebeer.com/beer/schornstein-imperial-stout/282887/,Cervejaria Schornstein,240,-,Schornstein Imperial Stout,62,14.11111111111111,14.0,3.2222222222222223,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_282887",13,3.27/5,10,6.666666666666667,7.0
4,No description available,6.8%,3.6,3.5,7.3,7.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/schornstein-ipa/250347/,Cervejaria Schornstein,204,-,Schornstein IPA,72,14.4,14.5,3.5,3.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_250347",26,3.40/5,48,7.0,7.0
5,No description available,4.5%,3.2,3.0,6.0,7.0,Pale Lager,https://www.ratebeer.com/beer/schornstein-pilsen-cristal/74561/,Cervejaria Schornstein,135,-,Schornstein Pilsen Cristal,-,11.8,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_74561",5,2.99/5,-,6.4,6.0
6,No description available,5.0%,2.0,2.0,5.0,5.0,English Pale Ale,https://www.ratebeer.com/beer/schornstein-pommern-bier-pale-ale/74562/,Cervejaria Schornstein,150,-,Schornstein Pommern Bier Pale Ale,-,12.0,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_74562",1,2.73/5,-,5.0,5.0
7,"É uma cerveja de trigo de cor âmbar clara, aspecto turvo com excelente formação de creme. Característico aroma do estilo, com banana, cravo e notas cítricas. Seu sabor marcante, (sic) é agradável, leve e refrescante.",5.0%,3.6,3.0,6.2,6.0,German Hefeweizen,https://www.ratebeer.com/beer/schornstein-weiss/244014/,Cervejaria Schornstein,150,-,Schornstein Weiss,-,10.2,10.0,3.4,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_244014",5,2.93/5,-,6.0,6.0
8,No description available,5.0%,3.2857142857142856,3.0,7.142857142857143,7.0,Witbier,https://www.ratebeer.com/beer/schornstein-witbier/330249/,Cervejaria Schornstein,150,-,Schornstein Witbier,-,14.428571428571429,14.0,3.7142857142857144,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_330249",6,3.23/5,-,7.0,7.0
9,No description available,4.5%,2.8,3.0,5.4,5.0,Pale Lager,https://www.ratebeer.com/beer/schornsteiner-pilsen-natural/74560/,Cervejaria Schornstein,135,-,Schornsteiner Pilsen Natural,-,11.0,12.0,2.4,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_74560",5,2.78/5,-,5.2,5.0
0,"Cerveja de baixa fermentação, fácil de beber, resgata a experiência rica do gosto da cerveja do dia a dia. Tem corpo moderado e sabor maltado, aroma herbal, com presença marcante de lúpulo. Explora o melhor dos seus ingredientes, garantindo um toque equilibrado. Ingredientes: água, malte de cevada, lúpulo e fermento.",-,,,,,Pilsener,https://www.ratebeer.com/beer/solerun-helles/339312/,Cervejaria Solerun,-,-,Solerun Helles,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_339312",Ratings,-/5,-,,
1,"Cerveja de aroma intenso e fresco, a Solerun IPA apresenta boa quantidade de maltes especiais para equilibrar o paladar amargo rasgante que o lúpulo provoca. Com certeza esta é uma cerveja forte, para aqueles que querem ir além do normal ;). Ingredientes: água, malte de cevada, lúpulo e fermento.",-,5.0,5.0,10.0,10.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/solerun-ipa/339315/,Cervejaria Solerun,-,-,Solerun IPA,-,19.0,19.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_339315",Ratings,-/5,-,9.0,9.0
2,"Homenagem à contribuição das mulheres ao mundo cervejeiro. A Penélope se destaca pela leveza na escolha dos ingredientes, que bem trabalhados revela uma cerveja hipnótica, leve, equilibrada, com perfume marcante e charme para conquistar o bom bebedor. Ingredientes: água, malte de cevada, malte de trigo, lúpulo e fermento.",-,4.333333333333333,4.0,9.0,9.0,Belgian Ale,https://www.ratebeer.com/beer/solerun-penelope/339313/,Cervejaria Solerun,-,-,Solerun Penélope,-,18.666666666666668,20.0,4.666666666666667,5.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_339313",1,3.15/5,-,9.0,9.0
3,"Cerveja de alta e intensa fermentação, aroma marcante e notas de cravo e banana a deixam refrescante, com leve acidez e turbidez característica do estilo. Com inspiração nas refrescantes receitas alemãs, traz o potencial máximo de sabor que pode-se extrair dos ingredientes básicos da cerveja. O trigo garante um perfil diferenciado, dá a ela uma riqueza de paladar e boa aceitação com comidas leves e dias quentes. O fermento é o responsável por sua peculiaridade: o aroma. Ingredientes: água, malte de cevada, malte de trigo, lúpulo e fermento.",-,,,,,Wheat Ale,https://www.ratebeer.com/beer/solerun-weiss/339314/,Cervejaria Solerun,-,-,Solerun Weiss,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_339314",Ratings,-/5,-,,
0,"A cervejaria Colina atua diretamente no segmento de cervejas especiais, é uma empresa jovem, sólida e dinâmica que visa em parceria com seus colaboradores e fornecedores, fornecer o que há de melhor desta bebida tão apreciada em todo o mundo.",4.7%,3.0,3.0,2.0,2.0,Pale Lager,https://www.ratebeer.com/beer/colina-bier/552976/,Cervejaria Spoller,141,-,Colina Bier,-,8.0,8.0,2.0,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_552976",1,2.68/5,-,3.0,3.0
1,No description available,-,,,,,Schwarzbier,https://www.ratebeer.com/beer/spoller-malzbier/42477/,Cervejaria Spoller,-,-,Spoller Malzbier,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_42477",Ratings,-/5,-,,
2,No description available,-,,,,,Pilsener,https://www.ratebeer.com/beer/spoller-pilsen/42478/,Cervejaria Spoller,-,-,Spoller Pilsen,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_42478",Ratings,-/5,-,,
0,No description available,9.2%,4.0,4.0,7.2,7.5,American Strong Ale,https://www.ratebeer.com/beer/st-gallen-irish-red-ale/172581/,Cervejaria St. Gallen,276,-,St. Gallen Irish Red Ale,65,14.2,14.0,3.9,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_172581",13,3.22/5,26,7.2,7.0
1,No description available,8.0%,3.7,3.5,6.7,7.0,Porter,https://www.ratebeer.com/beer/st-gallen-stout-porter/172578/,Cervejaria St. Gallen,240,-,St. Gallen Stout Porter,55,12.7,13.0,3.2,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_172578",10,3.23/5,41,6.6,6.0
2,"Elaborada segundo o tradicional método da regisão sul da Germânia. Produzida com água mineral, puros maltes de trigo e cevada, lúpulo e levedura nas montanhas de Teresópolis, Rio de Janeiro.",5.5%,3.2,3.0,5.9,6.0,German Hefeweizen,https://www.ratebeer.com/beer/st-gallen-weissbier/121236/,Cervejaria St. Gallen,165,-,St. Gallen Weissbier,38,12.4,13.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_121236",27,3.03/5,52,6.0,6.5
3,Cerveja Puro Malte Extra Tipo Pilsen. Desde 1880.,5.0%,3.2,3.0,5.2,4.5,Premium Lager,https://www.ratebeer.com/beer/sul-americana/155992/,Cervejaria St. Gallen,150,-,Sul Americana,9,10.2,10.0,3.1,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_155992",33,2.45/5,30,5.1,4.5
4,"An India Pale Ale Style, high refreshing with a coppery color, citrus and fruity aroma and bitter taste, from extra doses of the three American hops, one being dosed at the end of maturation.",6.5%,3.4,3.0,6.7,6.5,India Pale Ale (IPA),https://www.ratebeer.com/beer/therezopolis-jade/306300/,Cervejaria St. Gallen,195,50,Therezopolis Jade,83,15.1,15.5,3.4,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_306300",15,3.43/5,67,6.7,6.5
5,"Esta é uma cerveja de personalidade. Possui corpo médio, amargor aveludado e aroma cítrico e fresco, altamente saboroso e marcante. É o equilíbrio perfeito entre o puro sabor dos maltes especiais de cevada e a refrescância dos lúpulos americanos. O lançamento do novo rótulo da Therezópolis, Copper, ocorreu no Mondial de La Bière 2015, no Rio de Janeiro.",5.2%,4.0,4.0,6.75,6.5,American Pale Ale,https://www.ratebeer.com/beer/therezopolis-copper/387291/,Cervejaria St. Gallen,156,25,Therezópolis Copper,-,13.5,14.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_387291",4,3.13/5,-,6.0,6.0
6,"Uma autêntica Tripel de coloração dourada, generosa cremosidade e alto teor alcoólico. Tem médio amargor de lúpulo e é bem seca. Seu dulçor vem dos maltes e a força e o sabor do álcool devem ser evidentes. A espuma é densa, com consistência de mousse. Uma cerveja intensa e de paladar aconchegante. Complexa e perfeita para explorar seus sentidos.",9.5%,3.857142857142857,4.0,7.285714285714286,7.0,Abbey Tripel,https://www.ratebeer.com/beer/therezopolis-diamant/428728/,Cervejaria St. Gallen,285,42,Therezópolis Diamant,-,13.142857142857142,12.0,3.7142857142857144,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_428728",7,3.25/5,-,6.285714285714286,7.0
7,No description available,5.5%,3.4,3.0,5.7,6.0,Dunkel/Tmavý,https://www.ratebeer.com/beer/therezopolis-ebenholz/111826/,Cervejaria St. Gallen,165,-,Therezópolis Ebenholz,42,11.9,12.5,2.9,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_111826",27,3.08/5,66,5.5,6.0
8,"É uma cerveja de trigo elaborada segundo o tradicional método da região sul da Alemanha, produzida com água mineral, puros maltes de trigo e cevada, lúpulo e levedura de alta fermentação.",5.5%,3.6666666666666665,4.0,6.666666666666667,7.0,German Hefeweizen,https://www.ratebeer.com/beer/therezopolis-elfenbein-weiss/273852/,Cervejaria St. Gallen,165,12,Therezópolis Elfenbein Weiss,46,13.11111111111111,13.0,3.4444444444444446,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_273852",14,3.13/5,79,7.444444444444445,8.0
9,"Em 1912 o então jovem Alfredo Claussen, descedente de imigrantes dinamarqueses que povoaram teresópolis durante o século XIX, foi pioneiro ao lançar a cerveja THEREZÓPOLIS, alegria não somente do seu criador, mas também de toda a população local. Em homenagem ao Mestre Alfredo Claussen a Cervejatia Teresópolis resgatou essa preciosidade: a THEREZÓPOLIS GOLD é uma cerveja premium agradavelmene encorpada, produzido com o puro malte, três lúpulos aromnáticos e a cristalina água mineral das montanhas de Teresóplis. THEREZÓPOLIS GOLD é produzida de acordo com a Reinhetsgebot ou lei da pureza, que há séculos rege a elaboração das melhores cervejas do mundo. Aprecie! http://www.therezopolisgold.com.br",5.0%,2.888888888888889,3.0,5.0,5.0,Pilsener,https://www.ratebeer.com/beer/therezopolis-gold/72330/,Cervejaria St. Gallen,150,-,Therezópolis Gold,12,11.88888888888889,11.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_72330",48,2.59/5,29,5.444444444444445,6.0
10,"Therezópolis Or Blanc é uma witbier, de coloração pálida, paladar aveludado, elevada refrescância e aroma cítrico e condimentado pelo o uso de cascas de laranja e especiarias.",4.5%,3.2222222222222223,3.0,6.555555555555555,7.0,Witbier,https://www.ratebeer.com/beer/therezopolis-or-blanc/291739/,Cervejaria St. Gallen,135,10,Therezópolis Or Blanc,25,10.666666666666666,11.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_291739",12,2.90/5,28,5.444444444444445,6.0
11,"THEREZÓPOLIS RUBINE é uma autêntica Bock de cor vermelho intenso, composta por maltes tostados do tipo Munich e malte Vienna, equilibrados pelo leve amargor do lúpulo e pela leveza da água mineral das montanhas. De maturação prolongada e corpo denso, seu aroma traz notas de café e toffe. THEREZOPOLIS RUBINE tem teor alcoólico de 6,5% vol, e apesar de ser conhecida como cerveja sazonal de inverno, estará presente o ano inteiro na carta da Cervejaria Sankt Gallen e poderá ser apreciada sem preconceito. Aprecie a 5º graus. O nome Bock na verdade vem de EinBeck, cidade natal deste tipo de cerveja. Em alemão também significa cabrito (relação com o cabrito montanhês). A THEREZÓPOLIS RUBINE harmoniza muito bem com carnes de caça (javali), paleta de carneiro, batatas gratinadas, salada de beterrabas, creme de shitake ou de lentilha, feijoada, goulash, foie gras, ossobuco, pato assado, pimentão recheado, rabada e nozes. A Rubine harmoniza muito bem inclusive com algumas sobremesas. Com creme brulée fica perfeito. Note: this is a Traditional Bock",6.5%,3.3333333333333335,3.0,6.222222222222222,6.0,Dunkler Bock,https://www.ratebeer.com/beer/therezopolis-rubine/161294/,Cervejaria St. Gallen,195,-,Therezópolis Rubine,36,12.333333333333334,12.0,3.111111111111111,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_161294",26,2.97/5,43,6.111111111111111,6.0
0,"Uma cerveja tipo ale belga dourada, complexa, efervescente e intensa. Aroma com presença de frutas como banana e ameixa. Caráter de lúpulo baixo, ainda que distintamente perfumado e floral caráter maltoso bem leve.",8.0%,3.0,3.0,4.5,4.5,Belgian Strong Ale,https://www.ratebeer.com/beer/gold-amelia/443583/,Cervejaria Stannis,240,-,Gold Amélia,-,11.5,11.5,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_443583",2,2.88/5,-,6.0,6.0
0,No description available,-,,,,,Weizenbock,https://www.ratebeer.com/beer/steinhaus-doppel-weizenbier/405373/,Cervejaria SteinHaus,-,-,SteinHaus Doppel Weizenbier,-,,,,,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_405373",Ratings,-/5,-,,
1,No description available,4.7%,2.0,2.0,7.0,7.0,Pilsener,https://www.ratebeer.com/beer/steinhaus-german-pilsen/405371/,Cervejaria SteinHaus,141,30,SteinHaus German Pilsen,-,15.0,15.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_405371",1,3.04/5,-,7.0,7.0
